gene_id,chr,pos,abs_d,cohens_d,description,cog_description,func_category,signaling_layer,all_layers,tf_families,n_families,log2fc_drought,drought_cat,go_biological,kegg_pathway,n_variant_hybrids,n_ref_hybrids
Zm00001eb364260,chr8,167523808,2.024191433349474,2.024191433349474,XP_002456866.1 protein MAK16 homolog [Sorghum bicolor],Belongs to the MAK16 family,Unknown,Unknown,Unknown,"HD-ZIP,MYB,WOX,bZIP",4,1.251,Strong up,,"ko00270,ko00920,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00270,map00920,map01100,map01110,map01120,map01130,map01200,map01230",8,10
Zm00001eb364360,chr8,167835862,3.2527941695374234,3.2527941695374234,XP_002456859.1 squamosa promoter-binding-like protein 2 [Sorghum bicolor],SBP domain,Unknown,Unknown,Unknown,NONE,1,0.422,Stable,,,5,13
Zm00001eb364700,chr8,168498954,3.596626692460872,3.596626692460872,XP_002458986.1 CRIB domain-containing protein RIC4 [Sorghum bicolor],P21-Rho-binding domain,Unknown,Signal Transduction,Signal Transduction,B3,1,0.247,Stable,,,4,14
Zm00001eb365060,chr8,169330104,2.194329974718386,2.194329974718386,XP_002458959.1 glycine-rich cell wall structural protein 1.8 [Sorghum bicolor],nan,Unknown,Unknown,Unknown,"SBP,bHLH",2,2.71,Strong up,,,8,9
Zm00001eb365530,chr8,170000212,3.918592705554616,3.918592705554616,XP_021312853.1 uncharacterized protein LOC8078693 [Sorghum bicolor],ABC1 family,Unknown,Unknown,Unknown,"TCP,bHLH",2,0.854,Stable,,,5,8
Zm00001eb365690,chr8,170468152,2.0716104883894,2.0716104883894,XP_002456785.1 beta-glucosidase 4 [Sorghum bicolor],Glycosyl hydrolase family 1,Unknown,Metabolism,Metabolism,"Dof,EIL,G2-like,HD-ZIP,WOX,YABBY",6,1.408,Strong up,,"ko00460,ko00500,ko00940,ko01100,ko01110,map00460,map00500,map00940,map01100,map01110",3,16
Zm00001eb365760,chr8,170688841,4.111746613288651,4.111746613288651,"XP_002456776.1 probable membrane-associated 30 kDa protein, chloroplastic [Sorghum bicolor]",PspA/IM30 family,Unknown,Unknown,Unknown,"ERF,LBD,Nin-like",3,-0.773,Stable,,,8,11
Zm00001eb365780,chr8,170726288,2.983379014839409,2.983379014839409,XP_002456774.1 calreticulin-3 isoform X1 [Sorghum bicolor],Calreticulin family,Unknown,Unknown,Unknown,NONE,1,-0.16,Stable,,"ko04141,ko04145,ko04612,ko05142,ko05166,map04141,map04145,map04612,map05142,map05166",8,8
Zm00001eb365820,chr8,170841016,2.1078338164841717,2.1078338164841717,XP_004970863.1 pectin acetylesterase 5 isoform X1 [Setaria italica],Hydrolyzes acetyl esters in homogalacturonan regions of pectin. In type I primar,Unknown,Unknown,Unknown,"ERF,MYB",2,0.313,Stable,,"ko04310,map04310",5,13
Zm00001eb367290,chr8,173983761,1.846391553585101,1.846391553585101,XP_004970615.1 leucine-rich repeat extensin-like protein 3 [Setaria italica],Protein kinase C conserved region 2 (CalB),Unknown,Signal Transduction,Signal Transduction|Metabolism,"HSF,LBD,Trihelix",3,-0.299,Stable,,"ko04062,ko04144,ko04520,ko04530,ko04666,ko04810,ko05100,ko05130,ko05131,ko05132,ko05231,map04062,map04144,map04520,map04530,map04666,map04810,map05100,map05130,map05131,map05132,map05231",5,14
Zm00001eb369360,chr8,177936963,2.519296049239762,-2.519296049239762,XP_021313672.1 probable sugar phosphate/phosphate translocator At2g25520 [Sorghum bicolor],Triose-phosphate Transporter family,Unknown,Membrane/Transport,Membrane/Transport,"bHLH,bZIP",2,1.699,Strong up,,,3,16
Zm00001eb369690,chr8,178310904,1.8560892252708696,1.8560892252708696,XP_002458621.1 RNA-binding protein pno1 [Sorghum bicolor],K homology RNA-binding domain,Unknown,Signal Transduction,Signal Transduction,NONE,1,0.232,Stable,,,8,11
Zm00001eb370370,chr8,179708135,2.658557680019747,-2.658557680019747,XP_002456391.2 glycerophosphodiester phosphodiesterase GDPD6 [Sorghum bicolor],Glycerophosphoryl diester phosphodiesterase family,Unknown,Unknown,Unknown,"Dof,ERF,LBD,MIKC_MADS,MYB",5,0.908,Stable,,"ko00564,map00564",6,13
Zm00001eb370480,chr8,179956982,2.015279933830635,-2.015279933830635,"XP_002456389.1 protein CURVATURE THYLAKOID 1C, chloroplastic isoform X3 [Sorghum bicolor]",CAAD domains of cyanobacterial aminoacyl-tRNA synthetase,Unknown,Translation,Translation,"C2H2,ERF",2,-1.652,Strong down,,,4,12
Zm00001eb370490,chr8,179956982,5.369328196090953,5.369328196090953,XP_021311575.1 probable protein ABIL5 isoform X2 [Sorghum bicolor],protein ABIL5 isoform X1,Unknown,Unknown,Unknown,"C2H2,ERF",2,-0.706,Stable,,,4,15
Zm00001eb371150,chr8,181585871,1.9059675586076643,-1.9059675586076643,XP_002456339.1 probable glutamate carboxypeptidase LAMP1 [Sorghum bicolor],Glutamate carboxypeptidase 2,Unknown,Protein Processing,Protein Processing,"BBR-BPC,Dof,GRAS,HD-ZIP,M-type_MADS,MIKC_MADS,TALE",7,0.395,Stable,,,4,11
Zm00001eb371180,chr8,181685300,2.4216835827902803,-2.4216835827902803,XP_021311380.1 uncharacterized protein LOC8075555 [Sorghum bicolor],nan,Unknown,Unknown,Unknown,TCP,1,0.05,Stable,,,3,14
Zm00001eb371520,chr9,2221701,1.8181388931208795,-1.8181388931208795,XP_021305299.1 NF-X1-type zinc finger protein NFXL1 [Sorghum bicolor],ZnF_NFX,Unknown,Transcription Factor,Transcription Factor,"C2H2,Dof,GRAS,M-type_MADS,MIKC_MADS",5,0.912,Stable,,"ko05165,map05165",10,7
Zm00001eb373600,chr9,10900844,2.3386125552092167,2.3386125552092167,"XP_004964928.1 kinesin-like protein KIN-7D, chloroplastic isoform X1 [Setaria italica]",Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family,Unknown,Transcription Factor,Transcription Factor,MYB,1,-1.036,Strong down,,,10,6
Zm00001eb374170,chr9,13076932,2.8780626893577255,-2.8780626893577255,XP_004964598.1 E3 ubiquitin-protein ligase EL5 [Setaria italica],RING-like zinc finger,Unknown,Protein Processing,Protein Processing|Transcription Factor|Metabolism,G2-like,1,1.541,Strong up,,,13,4
Zm00001eb374330,chr9,13463701,1.6181686821158872,1.6181686821158872,XP_002437991.1 uncharacterized protein LOC8065438 isoform X1 [Sorghum bicolor],isoform X1,Unknown,Unknown,Unknown,"C2H2,Dof,GRAS,MIKC_MADS,NAC,TALE",6,0.11,Stable,,,7,9
Zm00001eb374580,chr9,14320547,1.8971760421948416,1.8971760421948416,XP_021305064.1 ABC transporter C family member 13 [Sorghum bicolor],ABC transporter transmembrane region,Unknown,Membrane/Transport,Membrane/Transport,"ERF,LBD",2,2.441,Strong up,,"ko02010,map02010",7,9
Zm00001eb375480,chr9,17538945,2.889897845155618,2.889897845155618,XP_002437918.1 probable serine/threonine-protein kinase PIX7 isoform X1 [Sorghum bicolor],belongs to the protein kinase superfamily,Unknown,Signal Transduction,Signal Transduction|Transcription Factor|Metabolism,"C2H2,Dof,MYB,TALE,TCP",5,-0.591,Stable,,,3,14
Zm00001eb375670,chr9,18132531,3.623948571308909,-3.623948571308909,XP_002437892.1 serine/threonine-protein phosphatase PP1 [Sorghum bicolor],Serine threonine-protein phosphatase,Unknown,Signal Transduction,Signal Transduction,"ERF,GATA,HD-ZIP,TALE,WRKY",5,0.986,Stable,,"ko03015,ko04022,ko04024,ko04113,ko04114,ko04218,ko04261,ko04270,ko04390,ko04510,ko04611,ko04720,ko04728,ko04750,ko04810,ko04910,ko04921,ko04931,ko05031,ko05034,ko05168,ko05205,map03015,map04022,map040",11,4
Zm00001eb375690,chr9,18311524,3.0463858326444253,-3.0463858326444253,XP_004964761.1 uncharacterized protein LOC101786711 [Setaria italica],alpha/beta hydrolase fold,Unknown,Metabolism,Metabolism,"ERF,LBD,Nin-like",3,0.678,Stable,,,6,12
Zm00001eb378280,chr9,25715058,2.2972309314081407,2.2972309314081407,XP_002437755.2 histone H1 [Sorghum bicolor],Domain in histone families 1 and 5,Unknown,Chromatin/Epigenetic,Chromatin/Epigenetic,NONE,1,1.279,Strong up,,,4,14
Zm00001eb378780,chr9,27458565,2.103731474270827,2.103731474270827,"XP_020973013.1 pentatricopeptide repeat-containing protein At2g27800, mitochondrial-like [Arachis ipaensis]",Pentacotripeptide-repeat region of PRORP,Unknown,Signal Transduction,Signal Transduction,"ARF,ERF,GRAS",3,-0.392,Stable,,,4,13
Zm00001eb378830,chr9,27730744,1.5108370808028817,-1.5108370808028817,XP_002437719.2 endoplasmic reticulum metallopeptidase 1 [Sorghum bicolor],Endoplasmic reticulum metallopeptidase,Unknown,Protein Processing,Protein Processing,"C2H2,bHLH",2,0.458,Stable,,,7,10
Zm00001eb379070,chr9,28619502,3.622352488728783,3.622352488728783,XP_004964325.1 cellulose synthase-like protein D2 [Setaria italica],Belongs to the glycosyltransferase 2 family,Unknown,Metabolism,Metabolism,"MYB_related,SBP,TCP",3,0.172,Stable,,,9,6
Zm00001eb379200,chr9,28971025,2.094570252486709,-2.094570252486709,XP_052158782.1 phosphoglycerate mutase-like protein AT74H [Oryza glaberrima],Histidine phosphatase superfamily (branch 1),Unknown,Signal Transduction,Signal Transduction|Transcription Factor,B3,1,0.78,Stable,,,8,11
Zm00001eb379770,chr9,32735822,4.225863212824155,-4.225863212824155,XP_002438190.1 uncharacterized protein At1g66480 [Sorghum bicolor],At1g66480-like,Unknown,Unknown,Unknown,"G2-like,MYB",2,0.71,Stable,,,4,14
Zm00001eb381110,chr9,43137149,3.0630036140548107,3.0630036140548107,"XP_002438278.1 54S ribosomal protein L17, mitochondrial [Sorghum bicolor]",39S ribosomal protein L46,Unknown,Translation,Translation,"GRAS,TALE",2,1.362,Strong up,,,6,11
Zm00001eb384580,chr9,78690049,2.0187491728805615,-2.0187491728805615,XP_002437153.1 receptor-like protein kinase 5 [Sorghum bicolor],Belongs to the protein kinase superfamily. Ser Thr protein kinase family,Unknown,Receptor/Sensor,Receptor/Sensor|Signal Transduction|Transcription Factor|Metabolism,"C2H2,ERF,TALE",3,0.481,Stable,,,12,5
Zm00001eb385310,chr9,86940666,5.4563074515983665,-5.4563074515983665,XP_021306093.1 uncharacterized protein LOC8079312 [Sorghum bicolor],nan,Unknown,Unknown,Unknown,"GATA,MYB,NAC",3,-0.652,Stable,,,10,6
Zm00001eb385600,chr9,89409471,1.945641899503812,-1.945641899503812,"XP_002438639.1 adenine nucleotide transporter BT1, chloroplastic/mitochondrial [Sorghum bicolor]",Belongs to the mitochondrial carrier (TC 2.A.29) family,Unknown,Membrane/Transport,Membrane/Transport,"ERF,HSF,LFY",3,0.072,Stable,,,10,7
Zm00001eb386410,chr9,95715345,4.2711141341040735,-4.2711141341040735,XP_002438654.1 CBL-interacting protein kinase 24 [Sorghum bicolor],Non-specific serine threonine protein kinase,Unknown,Signal Transduction,Signal Transduction|Metabolism,"B3,MYB",2,-0.103,Stable,,"ko04068,ko04140,ko04150,ko04151,ko04152,ko04211,ko04213,ko04371,ko04530,ko04710,ko04714,ko04910,ko04920,ko04921,ko04922,ko04931,ko04932,ko05410,ko05418,map04068,map04140,map04150,map04151,map04152,map",10,5
Zm00001eb386670,chr9,97686378,3.54469480317845,-3.54469480317845,XP_021306063.1 E3 ubiquitin-protein ligase RGLG2-like [Sorghum bicolor],Copine,Unknown,Protein Processing,Protein Processing|Metabolism,ERF,1,1.026,Strong up,,,8,6
Zm00001eb386920,chr9,98802774,4.391702011792004,4.391702011792004,"XP_021304963.1 isoleucine--tRNA ligase, cytoplasmic [Sorghum bicolor]",Belongs to the class-I aminoacyl-tRNA synthetase family,Unknown,Translation,Translation|Metabolism,"Dof,TALE,WRKY",3,0.727,Stable,,"ko00970,map00970",5,8
Zm00001eb387530,chr9,102589516,3.517068454399342,3.517068454399342,XP_021304932.1 nudix hydrolase 2 isoform X3 [Sorghum bicolor],Belongs to the Nudix hydrolase family,Unknown,Metabolism,Metabolism,ERF,1,-0.915,Stable,,,4,13
Zm00001eb388040,chr9,105100312,2.546970347607554,2.546970347607554,XP_021304385.1 brefeldin A-inhibited guanine nucleotide-exchange protein 1 [Sorghum bicolor],Domain of unknown function (DUF1981),Unknown,Unknown,Unknown,C2H2,1,0.627,Stable,,"ko04144,map04144",13,6
Zm00001eb389750,chr9,114028069,1.570640510225311,-1.570640510225311,XP_002437414.2 vacuolar-sorting receptor 6 [Sorghum bicolor],Vacuolar-sorting receptor,Unknown,Receptor/Sensor,Receptor/Sensor,"B3,NAC",2,-1.104,Strong down,,,3,14
Zm00001eb390480,chr9,118104984,2.5792444565528156,-2.5792444565528156,XP_002467452.1 abscisic acid receptor PYR1 [Sorghum bicolor],Polyketide cyclase / dehydrase and lipid transport,Unknown,Receptor/Sensor,Receptor/Sensor|Hormone,"HD-ZIP,LBD,WOX,WRKY",4,-1.003,Strong down,,"ko04016,ko04075,map04016,map04075",7,11
Zm00001eb390560,chr9,118437958,2.6247022196235013,2.6247022196235013,XP_022678549.1 LOW QUALITY PROTEIN: NAC domain-containing protein 71-like [Setaria italica],No apical meristem (NAM) protein,Unknown,Signal Transduction,Signal Transduction|Transcription Factor,"CAMTA,NAC,TALE",3,-1.667,Strong down,,,3,14
Zm00001eb390620,chr9,118637912,3.000648476281756,3.000648476281756,XP_002467460.1 NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3 [Sorghum bicolor],Protein of unknown function (DUF498/DUF598),Unknown,Metabolism,Metabolism,"CPP,MIKC_MADS,WRKY",3,-0.082,Stable,,"ko04714,map04714",6,7
Zm00001eb390630,chr9,118637912,2.6281076190415016,2.6281076190415016,nan,nan,Unknown,Unknown,Unknown,"CPP,MIKC_MADS,WRKY",3,-0.432,Stable,,,7,5
Zm00001eb391000,chr9,120197239,3.6825842980269456,-3.6825842980269456,nan,nan,Unknown,Unknown,Unknown,"B3,EIL,NAC,SBP,TCP",5,-0.242,Stable,,,9,5
Zm00001eb391500,chr9,122118336,2.465390847641111,-2.465390847641111,XP_024987169.1 uncharacterized protein LOC112522279 [Cynara cardunculus var. scolymus],U1-like zinc finger,Unknown,Transcription Factor,Transcription Factor,M-type_MADS,1,0.376,Stable,,,13,5
Zm00001eb392270,chr9,124884985,3.042346253705929,-3.042346253705929,XP_004984213.1 probable methyltransferase PMT2 [Setaria italica],Putative S-adenosyl-L-methionine-dependent methyltransferase,Unknown,Chromatin/Epigenetic,Chromatin/Epigenetic|Metabolism,MYB,1,0.743,Stable,,,9,7
Zm00001eb392420,chr9,125649370,2.5552530787738763,2.5552530787738763,"XP_002465192.1 copper-transporting ATPase PAA1, chloroplastic [Sorghum bicolor]",Heavy-metal-associated domain,Unknown,Unknown,Unknown,"C2H2,Dof,ERF",3,-1.713,Strong down,,,7,10
Zm00001eb392580,chr9,126371314,1.269886683524992,1.269886683524992,XP_002465184.1 serine/threonine-protein kinase SAPK1 [Sorghum bicolor],Belongs to the protein kinase superfamily,Unknown,Signal Transduction,Signal Transduction|Transcription Factor|Metabolism,NONE,1,0.437,Stable,,"ko04016,ko04075,map04016,map04075",11,5
Zm00001eb392740,chr9,127396363,3.72080896068054,3.72080896068054,XP_002467738.1 vacuolar cation/proton exchanger 2 isoform X2 [Sorghum bicolor],Belongs to the Ca(2 ) cation antiporter (CaCA) (TC 2.A.19) family,Unknown,Unknown,Unknown,"ARF,GRAS",2,0.129,Stable,,,4,12
Zm00001eb394390,chr9,133948298,2.190089812577919,-2.190089812577919,XP_004960369.1 phosphoinositide phospholipase C 2 [Setaria italica],Phosphoinositide phospholipase C,Unknown,Second Messenger,Second Messenger,"ARF,B3,ERF,Nin-like",4,-1.001,Strong down,,"ko00562,ko01100,ko04020,ko04070,ko04919,ko04933,map00562,map01100,map04020,map04070,map04919,map04933",12,7
Zm00001eb397350,chr9,144887582,2.3099901398415645,2.3099901398415645,XP_002468069.1 ankyrin repeat-containing protein ITN1 [Sorghum bicolor],Ankyrin repeats (many copies),Unknown,Signal Transduction,Signal Transduction,"CPP,MIKC_MADS",2,0.493,Stable,,,6,11
Zm00001eb397550,chr9,145381215,2.246237253881352,2.246237253881352,XP_002465464.1 ADP-ribosylation factor GTPase-activating protein AGD7 [Sorghum bicolor],ADP-ribosylation factor GTPase-activating protein,Unknown,Signal Transduction,Signal Transduction,"ARR-B,CPP,Dof,G2-like,MIKC_MADS,MYB_related",6,0.402,Stable,,"ko04144,map04144",8,7
Zm00001eb397900,chr9,146333600,2.6311028284089657,2.6311028284089657,XP_004984915.1 protein DA1-related 2 isoform X2 [Setaria italica],Protein DA1,Unknown,Unknown,Unknown,"ARF,CPP,ERF,Trihelix",4,-0.454,Stable,,,11,6
Zm00001eb397980,chr9,146645800,5.358473805625028,5.358473805625028,XP_021306399.1 serine/arginine-rich splicing factor SR45a isoform X1 [Sorghum bicolor],RNA recognition motif,Unknown,Unknown,Unknown,"AP2,MYB_related,SBP",3,1.1,Strong up,,"ko03040,map03040",8,7
Zm00001eb398660,chr9,148869547,3.5421658958831186,3.5421658958831186,"XP_002465558.1 ATP-dependent Clp protease ATP-binding subunit CLPT1, chloroplastic [Sorghum bicolor]","Clp amino terminal domain, pathogenicity island component",Unknown,Protein Processing,Protein Processing,"CPP,G2-like,LBD,M-type_MADS",4,0.151,Stable,,,11,8
Zm00001eb398750,chr9,149072059,2.1202665528226134,2.1202665528226134,XP_021306946.1 3-ketoacyl-CoA synthase 1 [Sorghum bicolor],3-ketoacyl-CoA synthase,Unknown,Metabolism,Metabolism,"C2H2,HSF,TALE",3,0.945,Stable,,"ko00062,ko01110,map00062,map01110",8,11
Zm00001eb399180,chr9,150243406,2.7513403451941287,2.7513403451941287,XP_021312760.1 protein indeterminate-domain 16 [Sorghum bicolor],zinc finger,Unknown,Transcription Factor,Transcription Factor,"C2H2,GRAS,MIKC_MADS",3,0.344,Stable,,,7,5
Zm00001eb400160,chr9,153163926,2.6464567801316603,-2.6464567801316603,XP_021306468.1 GDP-mannose transporter GONST3 isoform X2 [Sorghum bicolor],Triose-phosphate Transporter family,Unknown,Membrane/Transport,Membrane/Transport,"CPP,G2-like,LBD,Nin-like",4,-0.091,Stable,,,4,13
Zm00001eb400800,chr9,154426571,1.652323651479111,1.652323651479111,XP_002468324.1 uncharacterized protein LOC8054238 [Sorghum bicolor],Belongs to the glycosyl hydrolase 43 family,Unknown,Metabolism,Metabolism,NONE,1,0.961,Stable,,,5,14
Zm00001eb401030,chr9,155058866,1.7195219639960633,-1.7195219639960633,nan,nan,Unknown,Unknown,Unknown,"HSF,LBD",2,-1.175,Strong down,,,11,7
Zm00001eb401810,chr9,156946459,2.298832895090343,-2.298832895090343,XP_004985494.1 uncharacterized protein LOC101782692 [Setaria italica],Protein of unknown function (DUF1677),Unknown,Unknown,Unknown,"M-type_MADS,MYB,MYB_related,SBP,Trihelix",5,-1.294,Strong down,,,7,8
Zm00001eb402200,chr9,157691476,3.1749636009854254,3.1749636009854254,XP_002465781.1 sucrose transport protein SUT1 [Sorghum bicolor],MFS/sugar transport protein,Unknown,Unknown,Unknown,NAC,1,1.088,Strong up,,,5,10
Zm00001eb402300,chr9,157730650,1.766755663268392,1.766755663268392,XP_002465787.1 uncharacterized protein LOC8082119 isoform X1 [Sorghum bicolor],Cleavage site for pathogenic type III effector avirulence factor Avr,Unknown,Unknown,Unknown,NONE,1,0.249,Stable,,,11,7
Zm00001eb402390,chr9,157765410,4.027247771856735,-4.027247771856735,"XP_004985559.1 ribulose-phosphate 3-epimerase, chloroplastic [Setaria italica]",Ribulose-phosphate 3 epimerase family,Unknown,Unknown,Unknown,"BES1,NAC,bHLH",3,1.685,Strong up,,"ko00030,ko00040,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00030,map00040,map00710,map01100,map01110,map01120,map01130,map01200,map01230",10,5
Zm00001eb403000,chr9,158841703,2.350186336232038,-2.350186336232038,XP_002465854.1 ubiquitin-conjugating enzyme E2 4 [Sorghum bicolor],Belongs to the ubiquitin-conjugating enzyme family,Unknown,Protein Processing,Protein Processing,"C2H2,GRAS,HD-ZIP,M-type_MADS,MIKC_MADS,MYB_related,WOX",7,0.15,Stable,,"ko04120,map04120",12,7
Zm00001eb403450,chr9,159816783,1.6746920973337742,1.6746920973337742,XP_002465804.1 protein SULFUR DEFICIENCY-INDUCED 1 [Sorghum bicolor],Protein SULFUR DEFICIENCY-INDUCED,Unknown,Unknown,Unknown,"CAMTA,NAC,TALE",3,0.601,Stable,,,7,11
Zm00001eb404040,chr9,160764965,2.5965898104389025,-2.5965898104389025,XP_021318451.1 uncharacterized protein LOC8059491 [Sorghum bicolor],Senescence regulator,Unknown,Unknown,Unknown,"ARF,ERF",2,-0.828,Stable,,,7,5
Zm00001eb405630,chr10,2312252,2.168942650916777,2.168942650916777,XP_002441761.2 zinc finger CCCH domain-containing protein 23 isoform X2 [Sorghum bicolor],zinc finger CCCH domain-containing protein,Unknown,Signal Transduction,Signal Transduction|Transcription Factor,"ARF,C2H2,Dof,GRAS,MIKC_MADS,WRKY",6,1.011,Strong up,,,11,5
Zm00001eb408750,chr10,13503648,2.862384599000813,2.862384599000813,XP_002443182.1 uncharacterized protein LOC8064065 [Sorghum bicolor],nan,Unknown,Unknown,Unknown,"C2H2,ERF,MYB,NAC",4,0.374,Stable,,,5,13
Zm00001eb408960,chr10,15073683,2.0220403125060007,2.0220403125060007,XP_002442114.1 ABC transporter F family member 1 [Sorghum bicolor],ABC transporter,Unknown,Membrane/Transport,Membrane/Transport,NONE,1,-0.014,Stable,,,4,10
Zm00001eb410260,chr10,24049601,2.5913860907730815,2.5913860907730815,XP_002443328.1 calmodulin-binding protein 60 A [Sorghum bicolor],Calmodulin binding protein-like,Unknown,Signal Transduction,Signal Transduction,"MYB,MYB_related",2,0.21,Stable,,,8,9
Zm00001eb416180,chr10,81773643,2.120923721542291,2.120923721542291,XP_002443867.2 factor of DNA methylation 1 [Sorghum bicolor],XH domain,Unknown,Unknown,Unknown,"ERF,LBD,NAC,TALE",4,0.982,Stable,,,10,9
Zm00001eb418570,chr10,95376505,2.469356047250821,2.469356047250821,XP_004951431.4 ervatamin-B [Setaria italica],Belongs to the peptidase C1 family,Unknown,Protein Processing,Protein Processing,NONE,1,1.071,Strong up,,"ko04140,ko04142,ko04145,ko04210,ko04380,ko04612,ko04620,ko05205,ko05323,ko05418,map04140,map04142,map04145,map04210,map04380,map04612,map04620,map05205,map05323,map05418",5,9
